County,Margin,2016 margin,Est. votes reported,Total votes,Absentee
Chattooga,Trump +62,R+58.8,100%,"10,050","7,162"
Rabun,Trump +57,R+60.2,100%,"9,568","8,134"
Emanuel,Trump +39,R+36.7,100%,"9,505","6,093"
Washington,Biden +0.79,D+0.6,100%,"9,477","6,872"
Worth,Trump +48,R+49.7,100%,"9,285","5,903"
Elbert,Trump +36,R+34.3,100%,"9,171","6,775"
Pierce,Trump +75,R+73.8,100%,"9,047","7,704"
Lamar,Trump +41,R+38.2,100%,"9,045","6,773"
Mitchell,Trump +11,R+10,100%,"8,962","6,570"
Banks,Trump +78,R+78.1,100%,"8,801","6,974"
Appling,Trump +57,R+57.9,100%,"8,390","6,237"
Tattnall,Trump +49,R+49.3,100%,"8,185","6,201"
Oglethorpe,Trump +39,R+41.9,100%,"8,133","6,623"
Dodge,Trump +45,R+45.4,100%,"8,071","5,145"
Crisp,Trump +25,R+22.7,100%,"8,033","6,457"
Towns,Trump +61,R+61.4,100%,"7,979","6,851"
Brantley,Trump +81,R+78.5,100%,"7,749","5,577"
Berrien,Trump +67,R+66.2,100%,"7,743","5,543"
Jasper,Trump +53,R+46.4,100%,"7,644","5,767"
Jefferson,Biden +7,D+10.9,100%,"7,639","5,461"
Dade,Trump +65,R+64.2,100%,"7,434","5,122"
Brooks,Trump +21,R+18.5,100%,"7,101","5,129"
Cook,Trump +40,R+39.9,100%,"7,035","5,357"
McIntosh,Trump +21,R+19.9,100%,"6,696","5,409"
Screven,Trump +19,R+17.6,100%,"6,627","4,725"
Ben Hill,Trump +26,R+27.6,100%,"6,564","5,764"
Crawford,Trump +46,R+42.8,100%,"6,102","4,664"
Jeff Davis,Trump +64,R+62.6,100%,"5,771","4,087"
Bleckley,Trump +53,R+52.6,100%,"5,708","4,447"
Long,Trump +26,R+30.8,100%,"5,657","4,102"
Heard,Trump +69,R+61.9,100%,"5,394","3,542"
Early,Trump +5,R+8,100%,"5,188","3,732"
Wilkes,Trump +13,R+16.1,100%,"5,030","3,798"
Wilkinson,Trump +12,R+10.2,100%,"4,770","2,926"
Bacon,Trump +73,R+68.4,100%,"4,667","4,087"
Macon,Biden +23,D+27.2,100%,"4,663","3,612"
Lincoln,Trump +38,R+36.2,100%,"4,641","3,465"
Charlton,Trump +51,R+48.3,100%,"4,568","3,190"
Twiggs,Trump +7,R+1.6,100%,"4,444","3,158"
Candler,Trump +42,R+43.5,100%,"4,431","2,292"
Terrell,Biden +8,D+9.3,100%,"4,416","3,168"
Telfair,Trump +31,R+30,100%,"4,334","3,038"
Evans,Trump +37,R+35.1,100%,"4,247","3,528"
Irwin,Trump +51,R+49.7,100%,"4,168","3,273"
Hancock,Biden +44,D+51.8,100%,"4,153","3,254"
Dooly,Trump +6,R+2,100%,"4,105","3,142"
Johnson,Trump +40,R+37.5,100%,"4,100","3,111"
Pulaski,Trump +39,R+37,100%,"4,081","3,547"
Montgomery,Trump +50,R+51,100%,"3,967","2,595"
Seminole,Trump +35,R+32.2,100%,"3,888","2,631"
Taylor,Trump +27,R+22.5,100%,"3,842","3,190"
Turner,Trump +25,R+24.9,100%,"3,791","3,075"
Marion,Trump +27,R+22.2,100%,"3,625","2,633"
Lanier,Trump +42,R+41,100%,"3,576","2,878"
Talbot,Biden +20,D+24.7,100%,"3,522","2,507"
Jenkins,Trump +26,R+25.3,100%,"3,455","2,565"
Wilcox,Trump +47,R+41.8,100%,"3,279","2,245"
Atkinson,Trump +47,R+45.2,100%,"3,155","2,174"
Treutlen,Trump +37,R+35,100%,"3,077","2,526"
Randolph,Biden +9,D+11.3,100%,"3,073","2,342"
Clinch,Trump +48,R+42.2,100%,"2,861","2,008"
Miller,Trump +47,R+49.8,100%,"2,834","2,121"
Wheeler,Trump +39,R+36.9,100%,"2,285","1,645"
Schley,Trump +59,R+55.7,100%,"2,275","1,901"
Calhoun,Biden +15,D+17.2,100%,"2,198","1,548"
Stewart,Biden +19,D+20.3,100%,"1,990","1,455"
Glascock,Trump +80,R+78.9,100%,"1,565","1,120"
Baker,Trump +16,R+8.7,100%,"1,555","1,111"
Echols,Trump +76,R+72,100%,"1,441","1,178"
Clay,Biden +11,D+10.3,100%,"1,435","1,133"
Webster,Trump +8,R+14.1,100%,"1,391","1,109"
Quitman,Trump +10,R+10.9,100%,"1,106",776
Taliaferro,Biden +22,D+21.9,100%,928,727
