County,Margin,2016 margin,Est. votes reported,Total votes,Absentee
Robeson,Trump +19,R+4.3,100%,"47,188","31,027"
Burke,Trump +40,R+38.5,100%,"44,602","36,522"
Caldwell,Trump +51,R+50.1,100%,"42,829","35,583"
Carteret,Trump +42,R+44,100%,"42,695","34,524"
Wilson,Biden +3,D+5.6,100%,"40,735","32,183"
Franklin,Trump +13,R+11.5,100%,"37,351","30,170"
Surry,Trump +51,R+50.3,100%,"36,638","29,628"
Haywood,Trump +27,R+27.5,100%,"36,542","29,155"
Wilkes,Trump +57,R+54.7,100%,"35,466","24,251"
Rutherford,Trump +46,R+47.4,100%,"34,429","25,769"
Pender,Trump +30,R+29.7,100%,"34,169","29,277"
Stanly,Trump +51,R+49.7,100%,"33,939","27,083"
Watauga,Biden +8,D+1.5,100%,"32,220","27,695"
Granville,Trump +7,R+2.5,100%,"31,598","26,705"
Lee,Trump +15,R+12.9,100%,"29,008","28,851"
Sampson,Trump +23,R+16.5,100%,"28,618","23,215"
Lenoir,Trump +3,R+3.7,100%,"28,409","23,724"
Columbus,Trump +28,R+21.9,100%,"26,446","19,093"
Beaufort,Trump +26,R+24.1,100%,"26,315","20,365"
Halifax,Biden +21,D+26.7,100%,"25,759","20,282"
Stokes,Trump +58,R+55.2,100%,"25,701","18,180"
Edgecombe,Biden +27,D+32,100%,"25,477","20,327"
Davie,Trump +45,R+47.5,100%,"25,311","20,164"
Dare,Trump +17,R+21.6,100%,"24,232","19,011"
McDowell,Trump +48,R+49.8,100%,"23,003","17,162"
Duplin,Trump +22,R+18.9,100%,"22,715","16,814"
Person,Trump +22,R+17.1,100%,"21,894","17,737"
Jackson,Trump +8,R+11.5,100%,"21,428","17,481"
Vance,Biden +19,D+24.5,100%,"20,999","17,572"
Richmond,Trump +15,R+9.7,100%,"20,763","16,396"
Macon,Trump +38,R+40.9,100%,"20,743","16,610"
Transylvania,Trump +16,R+22.2,100%,"20,404","16,808"
Alexander,Trump +58,R+55.4,100%,"20,236","16,818"
Yadkin,Trump +61,R+60.8,100%,"19,923","13,481"
Pasquotank,Biden +0.31,D+2.5,100%,"19,897","16,095"
Bladen,Trump +14,R+9.4,100%,"17,125","13,773"
Cherokee,Trump +55,R+56.3,100%,"16,423","11,402"
Currituck,Trump +46,R+49.3,100%,"16,147","10,173"
Ashe,Trump +46,R+44,100%,"15,814","11,243"
Scotland,Trump +1.9,D+7.6,100%,"14,775","12,011"
Madison,Trump +24,R+25.4,100%,"13,076","10,394"
Montgomery,Trump +32,R+25.8,100%,"12,849","9,050"
Martin,Trump +5,R+0.4,100%,"12,540","8,883"
Polk,Trump +26,R+27.7,100%,"12,358","9,679"
Caswell,Trump +18,R+11.1,100%,"12,051","8,365"
Yancey,Trump +34,R+32,100%,"11,352","9,106"
Anson,Biden +4,D+12.8,100%,"11,194","7,913"
Hertford,Biden +34,D+37.4,100%,"10,634","8,536"
Warren,Biden +26,D+32.5,100%,"10,293","8,287"
Northampton,Biden +21,D+26,100%,"10,109","7,664"
Bertie,Biden +22,D+24.8,100%,"9,815","7,765"
Avery,Trump +53,R+55.9,100%,"9,458","5,962"
Mitchell,Trump +58,R+57.9,100%,"9,041","7,362"
Greene,Trump +12,R+9.5,100%,"8,753","6,671"
Chowan,Trump +16,R+14.1,100%,"7,784","6,634"
Pamlico,Trump +28,R+26.3,100%,"7,631","5,896"
Perquimans,Trump +32,R+27.7,100%,"7,484","6,218"
Swain,Trump +20,R+22.4,100%,"7,068","5,381"
Clay,Trump +50,R+51.1,100%,"6,893","5,222"
Washington,Biden +10,D+15.3,100%,"6,205","4,948"
Alleghany,Trump +50,R+47.2,100%,"6,076","5,006"
Gates,Trump +14,R+9.1,100%,"5,971","4,385"
Camden,Trump +47,R+45.4,100%,"5,953","4,473"
Jones,Trump +20,R+17.7,100%,"5,525","3,807"
Graham,Trump +60,R+60.3,100%,"4,665","3,478"
Hyde,Trump +15,R+14,100%,"2,492","1,235"
Tyrrell,Trump +16,R+14.7,100%,"1,817","1,244"
