Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
San Francisco Bay Area Street Photography,,52850385745,51635,2020-10-12 20:00:06 EDT,Photo,164,14,9,36,5,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/52850385745/permalink/10158988743310746,"Pyramid peeking through the Golden Gate Bridge, shot on a walk in the Headlands yesterday. Hope you're all doing well and staying safe and healthy! Vote! 😊",https://www.facebook.com/photo.php?fbid=10157276424276174&set=gm.10158988743310746&type=3,,,,,,,228,3.04
Columbus Black Owned Businesses,,281688762959032,74564,2020-09-27 10:32:17 EDT,Status,65,16,18,32,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/371402167321024,"Buy a house and get a 15 year fixed mortgage rather than a 30 year mortgage. Saves a lot of money in interest over the life of the loan. If you must get the 30 year mortgage, verify that there is no prepayment penalty. This gives you the flexibility of paying it off early if you are able. But it also gives you the option of making lower payments when times are tough... When you start your job, get an HSA account and not FSA and get the high deductible health insurance. It will lower your tax bracket and the money is yours to use. You also earn 40% in most cases after 10k!!! Never buy a car brand new! I’ve watched Escalades go from 100k (new) to 35k four years later. Get you an LLC (incorporate your name!!) and run it as an S Corp. Remember Jay-Z quote “I’m not a Businessman I’m a Business Maaaaaaaan....” Let that sink in. Build business credit! The loans are bigger and the interest rate is lower. Get a business bank account (in most cases this costs around $500 to start). Some people got two stimulus checks (one from Trump and one from the SBA). Also no fees. Go to Community College first and transfer into a four year college (unless you have scholarships to help mitigate the costs) as a Junior. School is a power move you must be able to secure the bag. Majors in STEM will always be needed, are in high demand and the skills can directly help the black community. Get with your peers from your graduating class and others together at homecoming on one day for two hours to plot and strategize how we can move our communities forward (commerce, politics, education, small businesses, real estate, etc...) If you want to support Black People, support Black Business and Black Institutions of Higher Education. Get life insurance for you (whole life) and your children (term) as soon as they are born (one thing is for sure is we will die..might as well leave your kids or family something extra). The sooner you get it, the cheaper it is. And you can borrow against it to fund certain projects. Also, the ones that pay out dividends are the best! They normally are associated with the market (money market accounts). IUL’s are great! Get the people in your immediate family to save collectively! If 10 people save $500/month, that’s 60k every year. You could buy 3 starter homes every year and in 4 years all ten of you are home owners. Buy on the same block or neighborhood if you can...this way you control the value of the homes (remember Monopoly!). We need to promote financial literacy. Building capital and creating equity to create generational wealth. Having financial freedom is everything! This is not being taught in the school curriculums or our education systems! We must do it ourselves! ***I need 10 people to copy and repost this on their pages and groups.*** copy from Vance Hendricks",,,,,,,,131,2.98
You Know You From South Dallas If.....,,113523748745557,47720,2020-11-07 09:42:22 EST,Link,9,33,23,0,2,31,1,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3300939850003915,,https://www.vanityfair.com/news/2020/11/donald-trump-no-concession,,,Report: Trump Plans to Barricade Himself in the Oval Office and Refuse to Come Out If Biden Wins,The president has told allies he’ll never concede.,,,100,2.94
You Know You From South Dallas If.....,,113523748745557,47720,2020-11-08 12:58:26 EST,Status,32,112,5,1,1,4,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3304964196268147,We got Biden and Harris what are they going to do for the black people?,,,,,,,,156,2.92
Original Chicago,,951998221479788,114006,2020-09-14 08:18:48 EDT,Photo,543,73,166,165,4,0,9,0,3,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3626214747391442,"End of A Season by David Harris Photo Credit 📷: Chris/@cdats Here we are at the end of a season, and as we depart today, we take away all the memories we have gathered during our stay. We reflect on friendships we have made, the ones we have lost and the ones we have. Our leaving today is mixed with happiness, sadness, and even a little regret for the things we should have done and did not get around to doing yet. The happiness is all the laughter we had while we were here, the sadness if for the departed friends whom we will never see again. Though we will never see them, their memories linger on. They will still be with us, even though they maybe gone. As we leave today we must remember the friends we have still, and the new ones we have made. As friends are so important within our daily lives. They share our happiness when our hearts are filled with joy. Their comforting arms are around us when times of sadness appear. We must always remember that we can never choose our family only our friends, so our friends we must always hold close to our heart.",https://www.facebook.com/photo.php?fbid=10164379746140486&set=gm.3626214747391442&type=3,,,,,,,963,2.85
East Boston Open Discussion,,408282242636625,16696,2020-10-02 01:06:32 EDT,Status,28,76,1,13,1,15,2,0,1,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2063667053764794,trump has covid. just announced,,,,,,,,137,2.83
Columbus Black Owned Businesses,,281688762959032,77033,2020-11-25 10:55:05 EST,Photo,122,23,59,102,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/418991625895411,🗣🗣 mark your calendars!!! Contract signed and the stage is set! December 13th it goes down 894 w broad ... the Fish burger Vs the HĪRŌ burger !!! YOU ARE THE JUDGES!! the single $15 challenge box will consist of half the fish burger with their signature garlic fries....and half of the HĪRŌ burger with the signature red beans & rice 🤞🏿🤞🏿🤞🏿 or you can double up to the $25 challenge box (perfect for 2 people). For those paying with card you can cast your vote ( 1 vote per challenge box) through square or txt reply after we send you your receipt. Those paying with cash can vote on the back of your receipt and turn it into the truck or send a txt to the business line...... this is the first challenge and we hope to make this a positive reoccurring challenge in the city to help shine the spot light on some of the cities top hidden gem chefs 🤞🏿🤞🏿🤞🏿 stay tuned for more challenges,https://www.facebook.com/photo.php?fbid=10158430676330995&set=gm.418991625895411&type=3,,,Photos from Jc Ba's post,,,,307,2.81
San Jose Current Events,,1680158918899563,13658,2020-10-16 01:09:36 EDT,Link,10,105,7,0,1,1,2,33,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/2702878919960886,https://amp.cnn.com/cnn/2020/10/15/politics/trump-california-fire-disaster-assistance/index.html?__twitter_impression=true,https://amp.cnn.com/cnn/2020/10/15/politics/trump-california-fire-disaster-assistance/index.html?__twitter_impression=true,,,Trump administration rejects California's disaster assistance request for wildfires,"The Trump administration has rejected California's request for a disaster declaration for six destructive wildfires that burned hundreds of thousands of acres across the state, including a massive central California wildfire that has become the single largest in state history.",,,159,2.79
Indiana Shit Drivers,,2448884692101913,24334,2020-11-01 15:23:40 EST,Native Video,33,93,4,10,1,6,0,0,1,original,0,0,0,00:00:00,https://www.facebook.com/groups/2448884692101913/permalink/2839693476354364,Had a fun cruise passing all The Trump Supporters🇺🇸 lol,https://www.facebook.com/groups/2448884692101913/permalink/2839693476354364/,,,,,,,148,2.77
You Know You From South Dallas If.....,,113523748745557,47659,2020-10-13 17:26:52 EDT,Photo,137,77,7,32,0,0,0,0,7,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3237904559640778,Happy birthday Doug!!,https://www.facebook.com/KamalaHarris/photos/a.391094312922/10159354651332923/?type=3,,Grappa,Kamala Harris,"The morning after our first date, Doug emailed me a list of his available dates for the next couple of months. He said, “I want to see if we can make this work.” We’ve been making it work ever since. 

Dougie, happy birthday. I could not imagine anyone else I’d rather be with on this journey.",,,260,2.75
East Boston Open Discussion,,408282242636625,16606,2020-09-22 22:16:52 EDT,Link,10,104,12,0,1,0,2,5,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2054519174679582,This is it folks! Do or die day has come for the HYM / Suffolk Downs development vote this Thursday. The final sticking piece is the demand for more affordable housing... 30% AMI or simply a higher quantity of 70% AMI? What say you? ,https://www-bostonherald-com.cdn.ampproject.org/c/s/www.bostonherald.com/2020/09/22/suffolk-downs-east-boston-megaproject-vote-coming-up-this-week/amp/,,,Suffolk Downs East Boston megaproject vote coming up this week,Community groups continue to protest the massive Suffolk Downs project as it heads toward a potentially city-changing vote this week.,,,134,2.73
You Know You From South Dallas If.....,,113523748745557,47632,2020-10-03 13:54:52 EDT,Link,21,24,19,0,7,1,1,9,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3207258816038686,Donald Trump Withheld COVID Diagnosis and Exposed Hundreds to Virus. Should he face criminal charges?,http://www.tmz.com/2020/10/03/donald-trump-health-update-coronavirus,,,Donald Trump Withheld COVID Diagnosis and Exposed Hundreds to Virus,"Donald Trump's doctors just gave the low down on his condition, but the chief doctor dropped some alarming information, including Trump tested positive way before he revealed it, exposing hundreds of people to COVID.",,,82,2.73
Columbus Black Owned Businesses,,281688762959032,76010,2020-10-22 21:48:10 EDT,Photo,40,21,7,40,0,0,0,0,1,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/391361425325098,Blessing on Blessings! I can make this post long but I’m not! I am just going to Thank GOD like I do every morning and tell y’all to support ✊🏾 I am officially a business owner 🙌🏽🙏🏽😬😭 follow my IG Page:Dnj_mealprep,https://www.facebook.com/photo.php?fbid=150158253457867&set=gm.391361425325098&type=3,,,Photos from Judge Harris's post,,,,109,2.7
Portland Criminal Watch & Friends,,397154924248456,5512,2020-10-19 20:42:17 EDT,Photo,1,9,18,0,1,0,100,5,2,,0,0,0,N/A,https://www.facebook.com/groups/397154924248456/permalink/636223093674970,"# UPDATE: ONE VICTIM FROM WEDNESDAY'S GAS STATION SHOOTING HAS DIED Portland residents Darryl Antonio Lewis, 34, and Daquon Dupree Warren, 21, were victims of last Wednesday’s Arco gas station shooting in the 18000 block of East Burnside. Lewis (photo) was shot once in the head and has died from his injury. Warren was shot multiple times and is recovering. The men had just pulled up to a gas pump when a dark colored sedan stopped the parking lot near them. An occupant of that car fired multiple rounds from a handgun, wounding both men as they sat in their car, and then fled southbound on SE 181st Ave.",https://www.facebook.com/photo.php?fbid=640314449986729&set=gm.636223093674970&type=3,,,,,,,136,2.68
You Know You From South Dallas If.....,,113523748745557,47698,2020-11-01 01:42:48 EDT,Photo,112,41,56,15,4,0,2,1,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3285816588182908,Real talk,https://www.facebook.com/photo.php?fbid=10224288963317559&set=p.10224288963317559&type=3,,Trump didn't make America racist... He made the racists feel comfortable enough to show their faces in public.,Alan,True!!!,,,231,2.62
You Know You From South Dallas If.....,,113523748745557,47663,2020-10-21 10:38:38 EDT,Link,7,37,15,0,0,8,2,6,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3257591717672062,,https://www.newsweek.com/proud-boys-trump-civil-war-qanon-1538208?fbclid=IwAR3rnso5YlgYFxHfdLeZ4e8lZ0Zgmz8wrnGSsuXvNSY1kCVS5kB2bo8YxFc,,,"Proud Boys supporter warns of ""civil war"" if Donald Trump loses election",The unnamed follower of the far-right group also admitted to believing in the QAnon conspiracy theory.,,,75,2.59
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,114843,2020-09-06 11:23:34 EDT,Photo,26,19,2,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2459205274370693,"Hey all! We have two rooms available in our lovely 3 story row home. We're located at the intersection of three of the coolest neighborhoods in DC - Columbia Heights, Mt. Pleasant, and Adams Morgan. It's an easy walk to Meridian Hill Park, Safeway & Harris Teeter, and all the other stores & amenities in this busy neighborhood. The house is very spacious - the first floor is all common areas, including a living room, dining room, kitchen, and lovely back patio. The second floor has 3 bedrooms, a bathroom, and a washing & drying unit. The third floor has 2 more bedrooms! Both available rooms are on the 2nd floor of the house, so will share a bathroom with 2 other people. Everything is fully furnished, except the available rooms, but even those have some leftover furniture in them. Our landlord is wonderful and super responsive to our needs as a house. Unfortunately, no pets allowed. Rent for the two available rooms is $800/month + utilities (electric, gas, water, WiFi) of about $50-100/month. The current housemates are three mid-20s, plant loving ladies who enjoy cooking and getting coffee together on the weekends. We like living in a clean and quiet home, with people who are respectful and COVID-conscious (and willing to buy more plants). It's important to us to find a housemate who we can all get along with and fits into our laid back vibe! If you're interested in living here, please send me an message and we will do a virtual tour of the house. Message me if interested!",https://www.facebook.com/photo.php?fbid=3287991961246302&set=gm.2459205274370693&type=3,,,Photos from Alayna Kennedy's post,,,,49,2.58
New To Austin 20-30’s (NTA),,233293443506311,10355,2020-10-05 15:04:18 EDT,Status,41,26,0,7,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/1796329650536008,"Hi everyone ❤️ Last day to register to vote in Texas! I know of a drive through registration happening in Manor (20-ish minutes from downtown, 15 minutes from north Austin) this evening 6-8, I’m sure there are several more around!!!!",,,,,,,,74,2.55
Columbus Black Owned Businesses,,281688762959032,76341,2020-11-03 11:31:45 EST,Link,15,15,3,14,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/401161897678384,Hi Everybody! I just opened my online store today! I would love it if I can get lots of support with all my working brothers and sisters out there 🙏🏽. Thank you in advanced and I’d love to support you as well! Drop your info down below so can add myself to your email list! ForeverOnyx.com Feel free to reach out to me for any questions! 404-980-7722. And don’t forget to Vote!!,http://foreveronyx.com/,,,"Forever Favor LLC - To Love, Entertain and Enlighten",We source the latest high quality and trending general merchandise from our trusted world-class suppliers. We ship orders via USPS within the US. We pride ourselves in our highly competitive prices and faster deliveries. Enjoy shopping with us at Forever Favor and stand a chance to win amazing coupo...,,,47,2.47
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,116046,2020-10-08 15:46:15 EDT,Photo,28,21,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2485900528367834,"STUDIO in DC - REDUCED PRICE from 1720 to 1320 (utilities are not included, access to all the facilities is free). I am subletting a super bright studio with a good few. It is located in NoMa, close to the Union Station, the Mall, 5 min walk to Harris Teeter, CVS, Starbucks, and the NoMa metro. You will have free access to the gym, rooftop with the pool, private cabanas, and grilling stations, a private resident bar, a library with a fireplace. This quiet studio has floor-to-ceiling windows, an extra-wide 33"" refrigerator, soft-close cabinets and drawers, a moveable kitchen island, a full-sized washer and dryer, two closets, a dishwashing machine, AC. I prefer someone who can move in ASAP and stay at least the end of February (you will be able to renew the lease if necessary) but am flexible with dates. Message me if you are interested.",https://www.facebook.com/photo.php?fbid=3392585844112167&set=gm.2485900528367834&type=3,,,Photos from Alexandra Popova's post,,,,49,2.45
Columbus Black Owned Businesses,,281688762959032,76323,2020-11-02 13:04:54 EST,Photo,41,6,0,44,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/281688762959032/permalink/400429524418288,"I want to give a major shout out to Sandra Kay Golden Lee and Meda Sanders-Brittman of God's Creations Event Planning who did an amazing job decorating and taking the Jewel's Conference to another level of excellence. Check them out, support and Encourage this black owned business.",https://www.facebook.com/photo.php?fbid=10218249717777159&set=gm.400429524418288&type=3,,,Photos from Janet Stephens's post,,,,92,2.42
Columbus Black Owned Businesses,,281688762959032,75902,2020-10-21 15:53:32 EDT,Native Video,41,9,12,25,0,0,0,0,0,original,0,0,0,00:00:00,https://www.facebook.com/groups/281688762959032/permalink/390326635428577,"Mayne Course will be open THIS FRIDAY!!!!! We will be at Cruiser Park in Groveport, OH from 11-1, participating in an event for the City of Groveport employees. It is open to the public so you are more than welcome to come by and enjoy some great food from myself and a few other trucks! 4677 Bixby Rd Groveport, OH 43125 11am-1pm Check out our menu at www.MayneCourse.com WE HOPE TO SEE YOU THERE!",https://www.facebook.com/groups/281688762959032/permalink/390326635428577/,,,Photos from Jermayne D Harris's post,,,,87,2.42
New York City Lovers,,697689596979025,132687,2020-11-04 11:13:45 EST,Status,109,37,4,24,0,2,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/697689596979025/permalink/3477814605633163,"ADMIN COMMENT: Every single vote in this country matters, will be counted and will matter! It's the emblem of our democracy! I have so much faith in the human spirit! We’ve got this America! Sending EVERYONE A BIG HUG! Xx",,,,,,,,176,2.32
Original Chicago,,951998221479788,114006,2020-09-14 19:11:23 EDT,Photo,470,41,100,155,10,0,0,0,3,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3627929533886630,"""Even in darkest of sunsets, goodness can still be found hidden within the gloom.""-Nadine Vincent Photo Credit 📷: Quinn Harris",https://www.facebook.com/photo.php?fbid=10164381764615486&set=gm.3627929533886630&type=3,,,,,,,779,2.3
You Know You From South Dallas If.....,,113523748745557,47633,2020-09-30 21:44:05 EDT,Native Video,15,14,19,1,2,22,0,0,0,share,0,1369701,0,00:00:36,https://www.facebook.com/groups/113523748745557/permalink/3198931376871430,,https://www.facebook.com/NowThisPolitics/videos/717656345513758/,,,NowThis Politics,Watch Biden and Trump's spouses greet them after the debate — one is not like the other 👀 #Debates2020,,,73,2.28
You Know You From South Dallas If.....,,113523748745557,47659,2020-10-14 17:38:02 EDT,Link,5,33,15,0,3,9,0,5,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3240521459379088,Hmmmm,https://www.bet.com/news/national/2020/10/12/proud-boys-civil-war-donald-trump-election.html,,,Proud Boys Supporter Warns ‘Civil War’ Could Break Out If Trump Loses Election,He also advises people to stock up on guns.,,,70,2.26
East Boston Open Discussion,,408282242636625,16487,2020-09-09 14:18:41 EDT,Link,16,52,15,1,1,0,0,14,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2041284009336432,"""Development officials plan to seek a vote later this month on one of the largest projects in Boston history after the huge Suffolk Downs redevelopment upped the number of affordable units.""",https://www.bostonherald.com/2020/09/09/mammoth-suffolk-downs-project-moving-toward-end-of-month-vote/,,,"10,000-unit Suffolk Downs project seeking final vote this month",Development officials plan to seek a vote later this month on one of the largest projects in Boston history after the huge Suffolk Downs redevelopment upped the number of affordable units.,,,99,2.2
You Know You From South Dallas If.....,,113523748745557,47690,2020-11-02 18:44:24 EST,Native Video,6,42,21,0,7,24,1,2,0,share,0,1942546,0,00:03:10,https://www.facebook.com/groups/113523748745557/permalink/3290484304382803,This is the problem. Obama's name can't stay outta their mouths.,https://www.facebook.com/RebelHQ/videos/363822264832036/,,,Rebel HQ,"Trump Supporter: Obama is behind EVERYTHING.

Michael Shure reporting from Eric Trump Event in Ohio 11/28",,,103,2.15
East Boston Open Discussion,,408282242636625,16546,2020-09-16 13:10:01 EDT,Link,10,86,4,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/2048168818647951,My first look at the big election coming next year. Thoughtful comments welcome.,https://hereandsphere.com/2020/09/16/wu-vs-marty-a-first-look/,,,WU vs. MARTY : A FIRST LOOK,"^^ the challenger and the challenged : who has the upper hand ? —- —- —- —- Yesterday, City Councillor Michelle Wu announced her candidacy for Mayor of Boston. Wu, a Roslind…",,,100,2.13
You Know You From South Dallas If.....,,113523748745557,47584,2020-09-23 23:31:33 EDT,Link,5,27,18,0,0,0,4,22,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3177055829058985,,https://www.courier-journal.com/story/news/local/breonna-taylor/2020/09/23/donald-trump-praises-daniel-cameron-wake-breonna-taylor-decision/3511197001/,,,"President Trump calls AG Daniel Cameron a ""star"" on handling of Breonna Taylor decision","AG Daniel Cameron is under some scrutiny for his Breonna Taylor investigation, but President Donald Trump said he's ""doing a fantastic job.""",,,76,2.11
You Know You From South Dallas If.....,,113523748745557,47699,2020-11-04 10:29:39 EST,Link,39,11,5,13,0,0,0,0,7,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3294707890627111,,https://www.cnn.com/2020/11/03/us/99-year-old-mississippi-man-votes-trnd/index.html,,,A 99-year-old man who was born to a sharecropper on a Louisiana plantation felt proud to cast his ballot,"Robert H. Smith, Sr. has lived through a lot in his 99 years. He also remembers a time when many African Americans couldn't vote.",,,75,2.06
You Know You From South Dallas If.....,,113523748745557,47570,2020-09-22 15:57:08 EDT,Link,15,36,12,1,2,8,0,0,3,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3172873996143835,,https://www.vladtv.com/article/265687/update-woman-accused-of-sending-ricin-laced-letter-to-trump-identified,,,Update: Woman Accused of Sending Ricin-Laced Letter to Trump Identified,Update 09/22/2020 2:51pm:,,,77,2.06
You Know You From South Dallas If.....,,113523748745557,47685,2020-10-30 00:23:08 EDT,Link,4,29,7,0,1,15,3,4,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3280325652065335,He musta done smoked all his money up now he sold his soul for a jelly roll. Wonder how much Trump loaned him?,https://www.dailymail.co.uk/news/article-8895729/Lil-Wayne-praises-Donald-Trump-work-criminal-justice-reform-great-meeting.html,,,Lil Wayne praises Donald Trump after their 'great meeting',"The president met with rap star Lil Wayne at his resort in Doral, Florida Thursday. Rapper tweeted about the pair's 'great meeting', sharing an image with Trump.",,,63,2.03
You Know You From South Dallas If.....,,113523748745557,47699,2020-11-04 01:22:25 EST,Status,12,82,0,1,0,1,4,3,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/3293717054059528,This shit is done .. we got trump for 4 more years lol ...... back to life,,,,,,,,103,2.02
New York City Lovers,,697689596979025,132581,2020-11-01 07:32:20 EST,Photo,304,21,30,140,2,0,1,0,5,,0,0,0,N/A,https://www.facebook.com/groups/697689596979025/permalink/3469260079821949,Vote 4 NYC! ❤️ The capital of the world!,,,,,,,,503,2.02
New To Austin 20-30’s (NTA),,233293443506311,9943,2020-09-03 15:33:56 EDT,Link,23,33,0,9,2,1,0,0,2,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/1766314090204231,"Let's welcome our new members! Don't forget to check out our events we have coming up. Tonight we have Friending for Women Online Experience at 7pm and Ciderade at 8pm [https://www.facebook.com/events/639217160032084](https://www.facebook.com/events/639217160032084). Amy Oclon, James Moore, Erick Soto Estrada, Randy Barning, Kelsie Clayton, Jay Kamal, Stefan Salinas, Barbara Ambriz Jacuinde, Tyler Osborn, Stephanie Hernandez, G. Yankoba G Yankoba, Josh Rabbitt, Vivian Le, Mahdi Ali, Andrew Burnzy Davis, Yash Mittal, MacKenzie Donachie, Malissa Wike, Victoria Pua, Peggy Chen, Bret Wilkerson, Karena Perea, Taffie Coler, Casey Randazzo, Talitha VanWie, Bianca Rayos, Oscar Babb, Aldrin Sansano, Josie Ballew, Krista Paton, Stephanie Sammann, Alyssa Jo Lynn, Macy Richards, Christina Smith, Kassidy Hugenschmidt, Flint Beamon, MaKeshia Dionne, Anthony Michael, Tú Reyna Amada, Sammie Ayres, Natalie Mansour, Loren Johnson, Christopher Martinez, Ladymollyconsult GH, Noel DiMaggio, Will Crews, Emma Schmidt, Caelan Svartz, Jung-Ki Kang, Sally Hong, Clementine Malauka, Brian Lee, Nova Hasley, Amanda Mansour, Aaron Gorman, Angel Mendez, Michelle Christine, Cooper Le, Jean-Pierre Rodriguez, Liz Mattarazzo, Corey A. Lawson, Becky Ewing, Alicia V. Ren, Christopher Lacey, Boutros Wolfgang, Kammie Russel, Lauren DeLaRosa, Ashley Lamb, Mar Mlk, Damaris Smitham, Priyanka Satish, Nicole M Parry, Kris Ndrecka, Taylor McHugh, Terrance Garrett, Chase McDermott, Delaney Bacher, Sachin Sinha, Eztefanie Polanek, Sierra Narro, Camilo Ortiz, Khalid Cannon, Will Haase, Dani Hass, Robert Bruce Hope IV, Byron Ybarra, Moira Bering, Sofie Anai Castaneda, Ibeli Rodriguez, Leah Marie, Will Wagner, Mason Stacker, Sophie Kunik, Madeline Yannuzzi, Lisa Mejia, Christina Makatura, هیران عبدالرحیمزی, Amy Pham, Ashley Hernandez, Mercedes Cavitt, Michael McClinton, Erin Patrick, Gavin Ross, Wilson W. Hailey, Dionna Zi Lee, Loren Baum, James Baldwin, Robbie Wojdyla, Emily Grace Roberts, Sara Cohn, Sandra Borenstein, Aaron Yang, Megan Washburn, Ian Bogucki, Anu Ramakrishnan, Patrick Thomas, Nadav Laemmle, AnnMarie Wakely, Amber Turk, Kelly Griffin, Rod Green, Sahil Maherali, Ankita Kadu, Barrett Morrow, Jessica Werner, Meredith Garofalo, Arbaina Kawilan, Chris Davenport, Sara Santiago, Renan Añez Merlin, Brenda Castro, Robert Leung, Jason Frick, Paul Escandon, Lazar Stojkovic, Dixit Patel, Kris Huff, Alex Eder, Rachel Schafer, Gabriela Gómez, Natalie Wilhelm, Jerrold Alcantara, Paramasivan Kanagasabapathy, John Katona, Jace Gilbreath, Jessica Cruz, Jnell Reyna, Adam Foosaner, Christian Isaac, Alex Seguin, Elias Valdes, Inara Fernández Montijo, Brad Crete, Sydney Hyman, Theresa Thao, Peter Fabor, Nick DeGregorio, Paulo Sebastián, Daniel Medina, Luis Joaquin Machado, Cameron Owen, Mia Ballan, Sarah Saiz, Sebastian Albermann, Caroline Mostrom, Josh Wild, Vincent Hackett, Colbey Pfund, Darian Hendrix, Anish Arora, Ayaka Masuda, Nick Rowell, Gregory Rose, Chris Reighard, Ritabrata Santra, Sammy Angel Lam, Caro Simental, Aeryn Cagle, Silvia Lopez Perez, Dani Taylor, Jonas Pavao, Brett Nabors, Grant Johnston, Treminio Katty, Landrie Morris, Kim Todd, Danielle Harris, Tyler Park, Cody Vital, Damaris Ramirez Alanis, Hayley Johnston, Rexana Church, Mackenzie Hastings, Adam Lewis, Roman Gavrilov, Isaac Mogannam, Xiomara Llerena Dilorenzo, Truly Armour, Rich Hoff, Valeria Albino, Prachit Kurani, Emily Paige Kennedy, Usman Ahmed",https://media.tenor.co/images/a3e11e65f2dcfc34fa1af3fd575e4b75/tenor.gif?riffsid=TVRJeU1qWTNOVGxmZHc9PTB6h2-pB67CH4Pm9DJOnmbvJ4Y1sqSAzbxpMkjxmEig03bW_JNOEVrlvjGZql3qmaYaIU6p8SHyK9pbsY9x8ZYG8kUmtc-H,,,media.tenor.co,,,,70,2
Original Chicago,,951998221479788,119843,2020-10-29 00:50:45 EDT,Photo,331,43,30,86,1,0,0,0,3,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3767627763250139,Just riding the train took some random pictures I love Chicago oh how I love Chicago my hometown 🐻🐻❣️❣️👍,https://www.facebook.com/photo.php?fbid=358510292090500&set=gm.3767627763250139&type=3,,,Photos from Samuel Sanders's post,,,,494,1.97
Original Chicago,,951998221479788,120638,2020-11-09 11:55:55 EST,YouTube,85,5,19,16,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/3801969956482586,Today's song from a Chicago area artist. Warren Zevon was born in Chicago in 1947. Werewolves of London by Warren Zevon ,https://www.youtube.com/watch?v=qae25976UgA,,,Warren Zevon - Werewolves Of London (Official Music Video),"You're watching the official music video for Warren Zevon - ""Werewolves Of London"" from the album 'Excitable Boy' (1978). Happy Halloween from RHINO! 🎃👻🎶 Lis...",,,126,1.94
"Washington D.C. Housing, Rooms, Apartments, Sublets",,1468086266815937,117965,2020-11-20 14:31:40 EST,Photo,20,37,0,2,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1468086266815937/permalink/2524103327880887,"Hi all! I am relocating to DC (January 1st) and am seeking a room for rent including utilities for up to $1,200 a month. Looking for a 6 month deal, but open to a longer time if it fits. Preferably in DuPont, Logan Circle, NoMa, Capitol Hill, or Navy Yard. No car so a good walking/transit score is a must. About me: I’m just off the Biden/Harris campaign trail for Washoe County, Nevada. A (semi) recent graduate from Cal Poly Pomona with a degree in Political Science. In my early 20s so absolutely thrilled to jump in and experience everything DC has to offer (with COVID precautions of course). While I’m looking to explore the area, I’m just as happy watching some Netflix or reading a good book. I love to bake/cook as good food is one of the joys in life, but always leave the kitchen cleaner than I found it. Interested in intellectual conversation, but must be blue, LGTBIA+, BLM space. Would love to have roommates & friends, while also balancing time to ourselves. Will get back to messages ASAP.",https://www.facebook.com/photo.php?fbid=10213915602803898&set=gm.2524103327880887&type=3,,,Photos from Rachel Hunter's post,,,,60,1.94
