Group Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Underperforming Score
San Jose Current Events,,1680158918899563,N/A,2016-09-18 18:33:01 EDT,Photo,4,4,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/1739174552997999,"Also still fighting for the 22. How in any reality can they vote to destroy the 21, after they voted to preserve it as a state landmark?",https://www.facebook.com/PACSJ/photos/a.391710240854413/1510595518965874/?type=3,,,Preservation Action Council of San Jose,"CENTURY 21 ALERT!!

Interested in having Century 21 restored and reused? The next step in the process is at Tuesday night's City Council meeting. The Council will discuss the proposed Santana West project sometime after the 7 PM meeting start time. Although final decisions won’t be made on the project at Tuesday’s meeting, the way things are going Tuesday’s decision will pretty much set the direction for what is going to happen in the future.

The actual decisions before the Council on Tuesday will be to certify the Santana West EIR and adopt a statement of overriding considerations and mitigation monitoring and reporting program; decisions related to the I-280/Winchester Boulevard Transportation Development Policy; approve a rezoning for the site to allow up to approximately one million square feet of office and commercial/retail, including mini-storage, outdoor theater, and television/radio station uses on an approximately 12.99 gross acre site.

The Mayor and some Council members have issued a memo (link below) approving the staff recommendations with some
modifications. Note Recommendation #9 which asks for ""an analysis of the potential adaptive re-use of the Century 21 landmark
for a community-enhancing amenity beyond mere mini-storage use, such as a public plaza, open-air amphitheater, park or other
recreational use.”

It would appear the Mayor and some Council members are willing to at least consider a proposal that would destroy the historic integrity and status of the landmark Century 21 building. 

This meeting would be the time to voice your concerns if you think Century 21 should be restored and reused and not stripped away and turned into a shell. If you believe any proposal that basically strips the building apart and destroys its historic integrity should not receive any further consideration you should speak out Tuesday night.

Century 21 is a difficult building to reuse for something other than a theater. The movie business has changed since Century 21 was ""the"" place to see a movie in San Jose and the South Bay. If you don't believe that it's time has come and gone then this would be the time to share your ideas for viable proposals for reusing a restored Century 21, and not reducing it to a mere shell of the building. 

If the Mayor's recommendation moves forward there is a good chance that Century 21 may not survive.

In addition to speaking or commenting in writing at the City Council meeting, now would also be a good time to contact your Councilmember if you live in San Jose.

Below you will find links to the Mayor's memo and also the Supplemental Staff Report from the Planning Department.

http://sanjose.granicus.com/MetaViewer.php?view_id=&event_id=2154&meta_id=592472

http://sanjose.granicus.com/MetaViewer.php?view_id=&event_id=2154&meta_id=592642",,,8,-6.62
East Boston Open Discussion,,408282242636625,N/A,2016-09-07 10:37:03 EDT,Link,7,1,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/873680672763444,"TOMORROW, September 8th is the State Primary! Polls open at 7 a.m. and close at 8 p.m. Vote for Register of Deeds, Governor's Council and Sheriff! These people control MILLIONS of dollars in the state budget, and they affect your life in large and small ways. Don't you want a say in this? https://www.sec.state.ma.us/ele/eleidx.htm Click below for your polling place and all ballot issues!",https://www.sec.state.ma.us/ele/eleidx.htm,,,Elections: Elections Division,"The Elections Division administers state and federal elections and provides information on voting and elections to the public, candidates and government officials.",,,9,-6.33
East Boston Open Discussion,,408282242636625,N/A,2016-09-19 14:10:13 EDT,Link,8,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/880960545368790,"Check it out! You can vote early now!!!! 2 East Boston Locations! One of them is on a SATURDAY!!!! Orients Heights Yacht Club 61 Bayswater Street East Boston, MA Monday, October 24, 2016 2 - 8 p.m. BHA Heritage Apartments 209 Sumner Street East Boston, MA 02128 Saturday, October 29, 2016 12 - 6 p.m.",http://boston.gov/early-voting,,,This is a re-share of a post,"A Notice from the City of Boston:

Boston election officials today launched the ""Vote Early Boston"" website (boston.gov/early-voting) which provides voters with important information about the City of Boston's new early voting initiative. ""Vote Early Boston"" begins Monday, October 24 and runs through Friday, November 4. During that time, registered voters will be able to cast their ballots for the November 8 Election.",,,9,-6.33
East Boston Open Discussion,,408282242636625,N/A,2016-09-19 14:54:50 EDT,Link,7,0,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/880976695367175,This is AMAZING news! Get out the vote everyone!,http://boston.gov/early-voting,,,This is a re-share of a post,"A Notice from the City of Boston:

Boston election officials today launched the ""Vote Early Boston"" website (boston.gov/early-voting) which provides voters with important information about the City of Boston's new early voting initiative. ""Vote Early Boston"" begins Monday, October 24 and runs through Friday, November 4. During that time, registered voters will be able to cast their ballots for the November 8 Election.",,,9,-6.33
San Jose Current Events,,1680158918899563,N/A,2016-08-17 10:47:33 EDT,Link,2,4,0,0,0,0,1,2,0,,0,0,0,N/A,https://www.facebook.com/groups/1680158918899563/permalink/1725988380983283,"In a discouraging vote three years ago, the city's electorate turned down a proposal for a project that included an affordable 60 units for seniors on the south end of town. ",http://www.mercurynews.com/scott-herhold/ci_30249265/palo-alto-losing-out-younger-generation-residents?utm_campaign=Echobox&utm_medium=Social&utm_source=Facebook#link_time=1471320734,,,Palo Alto: Losing out on the younger generation as residents,Planning commissioner's resignation shows how high prices are making Palo Alto poorer,,,9,-6.33
You Know You From South Dallas If.....,,113523748745557,N/A,2016-09-19 15:52:58 EDT,Status,4,2,5,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1016104708487452,After civil rights politicians wanted to hammer down that black lives did not matter. So in the 60s they pumped drugs in to the community from nixon to reagans reign then when the black community was rising again in the 90s they introduced the prison industry with the Clinton's. Clinton/Bush ensured black home ownership was destroyed in the recession. The Obama legacy will only show police brutality but in amongst that we have an increasingly educated population. The most educated people in America are black women. So that ray of hope could either be overshadowed by student debt or encouraged by entrepreneurship. Vote wisely and find out.,,,,,,,,12,-6.25
Washington Hikers and Climbers,,1523494334543575,N/A,2016-09-02 13:14:10 EDT,Link,17,0,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1944901039069567,We thoroughly enjoyed our free pass this year. Glad to hear it continues.,https://www.nps.gov/orgs/1207/09-01-2016-ekip.htm,,,Administration Launches Second Year of Every Kid in a Park Pass,"As part of President Obama’s commitment to protect our nation’s unique outdoor spaces and ensure that every American has the opportunity to visit and enjoy them, the Obama Administration today launched the second year of the Every Kid in a Park program, which gives fourth graders and their families…",,,19,-6.11
East Boston Open Discussion,,408282242636625,N/A,2016-09-14 08:34:38 EDT,Photo,9,3,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/877835282347983,"The agenda for next week's Orient Heights Neighborhood Council includes a vote pertaining to allowing a large billboard to be constructed on the property of the Hilton Garden Inn Hotel on Boardman Street. For those who have followed the saga of this proposal, you will remember that the Impact Advisory Group for the hotel's construction made it clear that there should be no high signage added to that area. At the time of the IAG's gatherings, there was agreement on that point between the residents and the development company. IMHO, it would signal diminution of the importance of IAGs in the community review process if those meetings were for naught. This would be the appropriate time for the city to implement a moratorium on any additional billboards within the city confines - starting with the McClellan Highway corridor. Due to my attending a wake and, then, attending to my son after an injury, I was unable to be present at the last two OHNC meetings, which means that I cannot vote at the upcoming meeting. May I respectfully request that others attend the meeting and, if eligible to do so, please vote against the Logan Communications proposal? Thank you. Marty Walsh, Salvatore LaMattina, Joe Boncore, Adrian Madaro, (truncated)",https://www.facebook.com/photo.php?fbid=10210871179721672&set=gm.877835282347983&type=3,,,,,,,12,-6
Washington Hikers and Climbers,,1523494334543575,N/A,2016-09-24 19:21:22 EDT,Native Video,27,1,0,0,1,0,0,0,0,original,0,0,0,00:00:00,https://www.facebook.com/groups/1523494334543575/permalink/1958089774417360,Today's hike to Comet Falls and Van Trump Park.,https://www.facebook.com/100001472550067/videos/1169920929733648,,,,,,,29,-5.93
Washington Hikers and Climbers,,1523494334543575,N/A,2016-09-17 19:35:25 EDT,Link,10,10,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1954020444824293,Please vote for my photo #3! Thanks for helping me in this opportunity for a giveaway. ,https://www.instagram.com/p/BKebrlYhpSE/,,,"Instagram photo by Art of Visuals™ | Photography • Sep 17, 2016 at 11:29pm UTC",See this Instagram photo by @artofvisuals • 360 likes,,,20,-5.8
East Boston Open Discussion,,408282242636625,N/A,2016-09-02 08:39:13 EDT,Native Video,4,3,3,0,0,0,0,0,0,share,0,109044700,0,00:01:23,https://www.facebook.com/groups/408282242636625/permalink/870742676390577,https://www.facebook.com/numbersusa/videos/1196778030378890/,https://www.facebook.com/numbersusa/videos/1196778030378890/,,,NumbersUSA,Bill Clinton appointed Civil Rights icon Barbara Jordan to lead the bipartisan Commission on immigration. She recommended MAJOR reductions in immigration. Find out more HERE->http://bit.ly/2c5A0Qs,,,10,-5.6
East Boston Open Discussion,,408282242636625,N/A,2016-09-16 16:01:55 EDT,Native Video,9,0,0,1,0,0,0,0,0,share,0,16583,0,00:02:03,https://www.facebook.com/groups/408282242636625/permalink/879213172210194,,https://www.facebook.com/movimientocosecha/videos/1051708904924412/,,,Movimiento Cosecha,"Watch Immigrants Tell Trump His Tower Was #BuiltByUs
www.movimientocosecha.com",,,10,-5.6
You Know You From South Dallas If.....,,113523748745557,N/A,2016-11-07 23:11:01 EST,Photo,12,2,6,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1062748380489751,Let's do it again! #Vote Show up and show out! #RainOrShine,https://www.facebook.com/photo.php?fbid=331253573917058&set=p.331253573917058&type=3,,,John Wiley,We did it before!!!,,,20,-5.35
Original Chicago,,951998221479788,N/A,2016-11-04 10:14:46 EDT,Photo,52,7,0,3,2,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/1322516227761317,Cubs fans at sunrise gathering for the World Series Championship Rally at Grant Park. Just like Election Day in Chicago - show up early.,https://www.facebook.com/photo.php?fbid=1291786730865693&set=gm.1322516227761317&type=3,,,,,,,64,-5.27
New To Austin 20-30’s (NTA),,233293443506311,N/A,2016-11-06 16:01:15 EST,Status,6,2,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/735436629958654,Any watch parties going on on Election Day?,,,,,,,,8,-5.12
Original Chicago,,951998221479788,N/A,2016-09-18 15:50:52 EDT,Photo,43,14,5,0,4,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/1276717305674543,"•) The Loop “L” (historically Union Loop) opened: 1895–1897 •) Jewelers Building -- Architect: Fred Dinkle (1927) •) Trump International Hotel and Tower — Architect: Adrian Smith, Skidmore, Owings and Merrill (2009)",https://www.facebook.com/RaymondKunstPhotography/photos/a.1432426100304610/1796513083895908/?type=3,,,Raymond Kunst - Fine Art Photography,"•) The Loop “L” (historically Union Loop) opened: 1895–1897
•) Jewelers Building -- Architect: Fred Dinkle (1927) 
•) Trump International Hotel and Tower — Architect: Adrian Smith, Skidmore, Owings and Merrill (2009)",,,66,-5.11
Washington Hikers and Climbers,,1523494334543575,N/A,2016-09-24 19:21:09 EDT,Photo,38,7,1,1,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1958089661084038,Today's hike to Comet Falls and Van Trump Park.,https://www.facebook.com/photo.php?fbid=1169919706400437&set=gm.1958089661084038&type=3,,,Photos from Dan Wold's post,,,,48,-4.79
Original Chicago,,951998221479788,N/A,2016-10-11 11:47:53 EDT,Photo,25,43,0,3,1,2,0,2,0,,0,0,0,N/A,https://www.facebook.com/groups/951998221479788/permalink/1296530083693265,2005 ALCS White Sox vs Los Angeles Angels of Anaheim at US Cellular Field Tuesday 10/11 - US Senator Barack Obama threw out the ceremonial first pitch before the opening game of the series. The Sox dropped the opener to the Angels 3-2.,https://www.facebook.com/photo.php?fbid=1266654373378929&set=gm.1296530083693265&type=3,,,,,,,76,-4.43
Good Eats Houston,,471232433050231,N/A,2016-10-26 13:27:25 EDT,Photo,10,1,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/471232433050231/permalink/658109984362474,,https://www.facebook.com/romahtx/photos/a.1424678731170568/1605605163077923/?type=3,,,Roma Ristorante,Did you vote yet? If so bring in your receipt for a complimentary glass of house wine or prosecco.,,,12,-4.25
You Know You From South Dallas If.....,,113523748745557,N/A,2016-09-03 14:49:27 EDT,Native Video,6,1,3,0,0,0,0,0,0,share,0,5835619,0,00:07:37,https://www.facebook.com/groups/113523748745557/permalink/1002836436480946,LIAR! LIAR! PANTS ON FIRE! BEWARE OF FALSE PROPHETS! THIS FOOL IS A FAKE! (MUST SEE INTERVIEW),https://www.facebook.com/cnnpolitics/videos/1261734383868392/,,,CNN Politics,Top Donald J. Trump surrogate pastor Mark Burns admits to falsifying some of his professional accomplishments after a contentious confrontation with CNN anchor Victor Blackwell. http://cnn.it/2c19sRB,,,10,-4.2
East Boston Open Discussion,,408282242636625,N/A,2016-10-11 19:00:19 EDT,Link,13,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/895227313942113,Vote early vote often! But seriously come join us! You can Vote at the Heritage Apartments in Maverick and then do some free yoga in piers park! Great initiative from Marty Walsh and SparkBoston!!,https://www.facebook.com/events/1796425543935953/,,,VOTE WITH US: Yoga in East Boston,"Nine Early Voting locations will be open Saturday, 10/29. Registered voters can cast their vote at ANY available early voting location...so why not VOTE WITH US? 

Grab your yoga mat and meet us at Piers Park in East Boston for a free group yoga class led by certified instructor @[246724412120756:274:Ali Singer Yoga]. Afterwards, we'll head over to the nearby Heritage Apartments to vote together when the polls open at noon. 

PLEASE NOTE: This is just one in a day-long series of “pop-ups at the polls,” mini events and activities at or nearby each polling location that will bring us together to have a little fun, make some friends, and vote. Go to bit.ly/sparkbosvotes for more opportunities to VOTE WITH US!",,,14,-4.07
Washington Hikers and Climbers,,1523494334543575,N/A,2016-10-08 01:11:49 EDT,Photo,53,2,0,2,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1965993060293698,Above comet falls and van trump meadows.,https://www.facebook.com/photo.php?fbid=10207250385001144&set=gm.1965993060293698&type=3,,,Photos from Becky Suzanne Kavanaugh's post,,,,58,-3.97
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-28 04:57:14 EDT,Photo,7,20,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1050429511721638,"Peeps in sunny South Dallas . Don't forget to vote Nov 8 th , 2016 for (( HILLARY CLINTON )) for the betterments of us all .",https://www.facebook.com/photo.php?fbid=209886269444580&set=gm.1050429511721638&type=3,,,Photos from Bill Billy Stephens's post,,,,27,-3.96
San Francisco Bay Area Street Photography,,52850385745,N/A,2016-11-07 02:27:30 EST,Photo,11,2,0,3,0,8,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/52850385745/permalink/10154714705155746,Are they waiting to vote or looking to park?????,https://www.facebook.com/photo.php?fbid=1344051492274250&set=gm.10154714705155746&type=3,,,,,,,24,-3.92
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-03 00:31:26 EDT,Native Video,7,1,1,2,0,0,0,0,0,share,0,10861085,0,00:00:15,https://www.facebook.com/groups/113523748745557/permalink/1027357194028870,,https://www.facebook.com/TI/videos/10153472610767849/,,,T.I.,"I ain't going for it... Mr Trump, if u beat me u won...but I WILL NOT BE FOOLED!!! I know u got plans for my people that are contrary to OUR BEST INTERESTS. Make no mistake... WE AINT ON THE SAME SIDE. Whatever U ARE,IM NOT!!!! Be CLEAR!!!! I have a family, I have children, I have ancestors that I WILL NOT LET DOWN. If me & mines ain't safe, if me & mines in danger.... Guess what??? It's gon take all my air to keep me from #Goin⬆️ Heh... U Have No Idea. May God Be with U sir. Have a nice day Mr. Trump.",,,11,-3.82
New To Austin 20-30’s (NTA),,233293443506311,N/A,2016-09-14 12:17:40 EDT,Link,7,2,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/233293443506311/permalink/705088192993498,Welcome to Texas: now time to register to vote! ***The deadline to register to vote is less than a month away (Oct. 11th) - you MUST be registered by Oct. 11th to vote in the November election.*** **Am I already registered?** Travis County - http://www.votetravis.com/vexpress/display.do Williamson County - http://apps.wilco.org/elections/default.aspx **How do I register to vote?** Travis County - Fill out a registration form here: https://tax-office.traviscountytx.gov/vo…/voter-registration Send it in through the mail(see form page) OR drop it off at any county tax office or a registration partner: https://tax-office.traviscountytx.gov/map Williamson County - Fill out form here: http://www.wilco.org/…/tab…/3674/language/en-US/Default.aspx Mail or drop it off at the location listed on the site above,http://www.votetravis.com/vexpress/display.do,,,Voter Express: Voter Express Lookup,,,,9,-3.78
East Boston Open Discussion,,408282242636625,N/A,2016-09-26 20:19:12 EDT,Link,12,1,1,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/885749628223215,"The Boston Ward 1 Democratic Committee will be going to Manchester, NH to canvass for Hillary Clinton! Come Join Us! #imwithher #bospoli #mapoli #nhpoli",https://www.facebook.com/events/1794796457398964/,,,Hillary Clinton Canvass,"The Ward 1 Democratic Committee is helping to organize a Canvass for Hillary Clinton in Manchester, NH. Mayor Walsh and other MA Elected Democrats will be joining us!",,,16,-3.56
East Boston Open Discussion,,408282242636625,N/A,2016-10-24 11:20:50 EDT,Status,9,7,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/904023063062538,"ORIENT HEIGHTS! go vote early TODAY 2-8pm at the Yacht Club! I'll be there with #NoOn2 information, bumper stickers and lawn signs! If you work downtown, you can also stop by Boston City Hall 9a-8p!",,,,,,,,16,-3.56
Washington Hikers and Climbers,,1523494334543575,N/A,2016-10-28 19:08:13 EDT,Native Video,42,0,0,8,0,0,0,0,0,share,0,21648,0,00:00:37,https://www.facebook.com/groups/1523494334543575/permalink/1979379685621702,"Make sure to watch KIRO 7 tonight at 6 pm where they will run the story of the hurt hiker and the make shift stretcher we made to get her down Colchuck! After the story went viral on this page, I got a message from the news wanting to do an interview and also reconnect me with the hurt hiker( Carol)! During such a crazy time in our country, I'm so grateful that Monique Sido wanted to run this story to show the good in people! https://www.facebook.com/MoniqueKIRO7/videos/1798235817100203/",https://www.facebook.com/MoniqueKIRO7/videos/1798235817100203/,,,Monique Ming Laven,"Thank you! This #SeattleAntifreeze happened because of your support and your willingness to share!
MOVING (ON) MOUNTAINS, #SeattleAntifreeze, pt. 68
“It didn't matter if you spoke the same language or not - you could really sense the community - the unity that we all had, the teamwork. It was pretty incredible … and really refreshing to see in these times right now.”
This election season has often shined a light on darkness. But what local hiker Mana Shahgoli experienced recently was pure light. I posted about this story earlier (pt. 66), and now I’m putting together a new update that put another smile on her face– an update made possible because YOU folks shared that original #SeattleAntifreeze story.
We’ll have it ready to go on KIRO 7 News at 6:10p. 
And please, share again!",,,50,-3.44
East Boston Open Discussion,,408282242636625,N/A,2016-09-10 20:52:58 EDT,Photo,17,4,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/875787789219399,We have 56 days left until the election. Losing the battle on Question 2 WILL definitely mean that all of our public schools in East Boston will continue to lose critical funding as more and more charter schools. TOMORROW from 3-5PM WE WILL BE HAVING TACOS AT PIERS PARK! and then canvassing our neighbors to make sure they vote No on #2. Who is coming?!,https://www.facebook.com/photo.php?fbid=1201421243248251&set=gm.875787789219399&type=3,,,,,,,21,-3.43
Washington Hikers and Climbers,,1523494334543575,N/A,2016-09-21 11:22:06 EDT,Photo,58,4,0,6,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1956196224606715,"I was flipping through photos this morning when it occurred to me that it's almost time for the annual WHC photo calendar competition! For those of you who know what I'm talking about, start getting your best shots ready as November is coming! For those of you who don't know, we run a contest each year for photos that are then printed into a WHC Calendar. Every member can submit one original photo and then the rest of the group uses ""likes"" to vote. The 14 photos with the most likes are then turned into a fabulous calendar by our fearless Lee-der and sent out to all of you. It's always tons of fun to see all of the talent in the group and the competition is fierce! Get your favorite shots ready or get out there and take some new ones! Submission and voting happens early- to mid-November! And, GO!",https://www.facebook.com/photo.php?fbid=805147301672&set=gm.1956196224606715&type=3,,,,,,,68,-3.38
East Boston Open Discussion,,408282242636625,N/A,2016-10-27 20:51:53 EDT,Status,4,13,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/906309746167203,Trying to find out were we can vote early we normally vote at the the Mckay School can anyone help?,,,,,,,,17,-3.35
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-31 11:46:07 EDT,Photo,26,5,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1053711801393409,Have a Blessed Day! Don't forget to vote.,https://www.facebook.com/photo.php?fbid=576974742476045&set=gm.1053711801393409&type=3,,,,,,,32,-3.34
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-26 13:49:11 EDT,Native Video,6,1,2,0,0,4,0,0,0,share,0,2364274,0,00:00:18,https://www.facebook.com/groups/113523748745557/permalink/1048781108553145,,https://www.facebook.com/ABCNews/videos/10154943007073812/,,,ABC News,Video shows man smashing Donald J. Trump's Hollywood Walk of Fame star with a pickax. LAPD Headquarters is investigating the incident. http://abcn.ws/2eRYOdN,,,13,-3.23
East Boston Open Discussion,,408282242636625,N/A,2016-09-28 10:55:34 EDT,Status,6,7,0,0,4,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/886995828098595,"This is very disappointing and should not be happening in our neighborhood meetings. I think it is important to address this. We should all be treated with respect and if we are disrespected, in the least the person should apologize. Without naming names, a leader of the Orient Heights Neighborhood Council at the last meeting said the following to a long-time member/advocate (who has done so much for this neighborhood) who just asked him this question in a calm and civil matter, ""What are you going to do about the vote last month?"" He responded with this, as far as my friend/colleague can recall with the wording, it went like this: You piece of shit. You haven't done anything for this neighborhood. You are a waste, a zero. I don't want you to talk to me and I will file a restraining order if you talk to me. We are talking about a neighborhood group leader. I think he owes this member of our community an apology!",,,,,,,,18,-3.17
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-26 09:03:40 EDT,Link,5,15,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1048560845241838,You Don’t Actually Know What the Clinton Email Controversy Is,http://bit.ly/emails-not-about-hrc,,,"Admit It. The Clinton Email Controversy Bothers You, Yet You Don’t Actually Know What the Clinton…",How a poorly explained mistake continues to threaten the political career of the former Secretary of State.,,,20,-2.95
You Know You From South Dallas If.....,,113523748745557,N/A,2016-10-26 18:11:36 EDT,Photo,32,4,0,1,0,0,1,0,0,,0,0,0,N/A,https://www.facebook.com/groups/113523748745557/permalink/1049013495196573,Vote for our lives Souf Side.. your vote does matter.,https://www.facebook.com/photo.php?fbid=1241034062623552&set=gm.1049013495196573&type=3,,,,,,,38,-2.82
You Know You From South Dallas If.....,,113523748745557,N/A,2016-09-19 14:26:45 EDT,Native Video,5,1,6,0,2,0,0,1,0,share,0,3708041,0,00:04:02,https://www.facebook.com/groups/113523748745557/permalink/1016048065159783,I'M STILL CHECKING YOUR ATTENTION SPAN......OH DONALD TRUMP,https://www.facebook.com/AC360/videos/10157443575295533/,,,Anderson Cooper 360,"In the 1970s, Donald J. Trump employees would mark rent applications ""C"" for colored. Trump management was charged with discriminating against African-Americans and breaking federal law. http://cnn.it/2bPCTmK",,,15,-2.8
San Francisco Bay Area Street Photography,,52850385745,N/A,2016-08-23 21:47:00 EDT,Photo,25,6,0,2,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/52850385745/permalink/10154476633135746,Pink lady bug spotted on Clinton Alley near Valencia. 🐞,https://www.facebook.com/photo.php?fbid=10153838549883806&set=gm.10154476633135746&type=3,,,,,,,34,-2.76
East Boston Open Discussion,,408282242636625,N/A,2016-09-13 11:31:22 EDT,Link,4,17,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/877340999064078,"54 days out before the election, we are gaining a lot of traction against our opposition, which is mostly funded by millionaires and Wall Street, but we are still in a statistical deadlock, accounting for the margin of error. Who can help talk to voters in East Boston this week and next about voting No on Question 2? Tuesday: Make calls to voters from home! Wednesday: Canvass out of Maverick Square (coffee shop in the health center) from 5-6:30p Thursday: Canvass out of Maverick Square (coffee shop in the health center) from 5-6:30p OR make calls to voters from home! Saturday: Canvass out of Maverick Square (Burger King) 3-5pm Sunday: Canvass out of Maverick Square (Burger King) 3-5pm ",http://www.wbur.org/politicker/2016/09/13/wbur-ballot-question-poll,,,"WBUR Poll: Mass. Voters Oppose Charter School Expansion, And Back Legal Weed","Forty-eight percent oppose charter school expansion, and 50 percent say they would vote to legalize marijuana.",,,21,-2.71
East Boston Open Discussion,,408282242636625,N/A,2016-10-17 03:48:42 EDT,Status,12,8,2,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/898986070232904,"I first must say, I hope for a speedy recovery for these two badly injured policemen. On the night in question, I believe they were ambushed by a violent, armed, male. This male outgunned all who responded and by some miracle from powers above, the tactical car that carries the firepower to overcome such a person or persons, was close by East Boston, which in this case was far away from the city, location speaking as any other neighborhood. If by some remote chance that tactical car was at any other incident many lives would have been in grave danger. The mayor, city council, and your police comm all prior to this incident, informed the media, and union memberships that such firepower was not needed in Boston. Tell that to the poor families that are going through this tortuous ordeal they are now going through. Why are the unions quiet about this, why as a neighborhood are we quiet about this. Every police car absolutely should be equipped with a long rifle, time is very critical in these situations. But yet, nothing to see here folks. Reminds me of this election coverage. East Boston and the city of Boston were very close to a meltdown due to the inaction of politics as usual in this city and police department. God (truncated)",,,,,,,,22,-2.59
East Boston Open Discussion,,408282242636625,N/A,2016-09-27 17:42:35 EDT,YouTube,3,16,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/408282242636625/permalink/886425561488955,Watch the Charter/Public Schools debate live. ,https://www.youtube.com/watch?v=XCsZZ-J7mcU,,,More Charter Schools? The Massachusetts Vote and the National Debate,Voters will face a decision this November regarding charter school caps – whether or not to authorize up to 12 new charter schools or expand enrollment in ex...,,,20,-2.55
Washington Hikers and Climbers,,1523494334543575,N/A,2016-08-10 16:09:27 EDT,Photo,83,6,0,6,2,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/groups/1523494334543575/permalink/1930977503795254,"Solitude Having Mt. Rainier's Van Trump Meadows all to myself close to sunset created an impression right down to the depths of my soul- such a primordial experience, utter silence, beyond words, beyond comprehension, something that is just experienced and for which I am forever thankful. Hopefully through this image you can a least share in part of this experience. Erwin Buske Photography",https://www.facebook.com/photo.php?fbid=1071230639578826&set=gm.1930977503795254&type=3,,,,,,,97,-2.37
